,x,y
266,-220.19999999999698,0
267,-219.89999999999696,0
268,-219.59999999999695,0
269,-219.29999999999694,0
270,-218.99999999999693,0
271,-218.69999999999692,0
272,-218.3999999999969,0
273,-218.0999999999969,0
274,-217.79999999999688,0
275,-217.49999999999687,0
276,-217.19999999999686,0
277,-216.89999999999685,0
278,-216.59999999999684,0
279,-216.29999999999683,0
280,-215.99999999999682,0
281,-215.6999999999968,0
282,-215.3999999999968,0
283,-215.09999999999678,0
284,-214.79999999999677,0
285,-214.49999999999676,0
286,-214.19999999999675,0
287,-213.89999999999674,0
288,-213.59999999999673,0
289,-213.29999999999671,0
290,-212.9999999999967,0
291,-212.6999999999967,0
292,-212.39999999999668,0
293,-212.09999999999667,0
294,-211.79999999999666,0
295,-211.49999999999665,0
296,-211.19999999999663,0
297,-210.89999999999662,0
298,-210.5999999999966,0
299,-210.2999999999966,0
300,-209.9999999999966,0
301,-209.69999999999658,0
302,-209.39999999999657,0
303,-209.09999999999656,0
304,-208.79999999999654,0
305,-208.49999999999653,0
306,-208.19999999999652,0
307,-207.8999999999965,0
308,-207.5999999999965,0
309,-207.2999999999965,0
310,-206.99999999999648,0
311,-206.69999999999646,0
312,-206.39999999999645,0
313,-206.09999999999644,0
314,-205.79999999999643,0
315,-205.49999999999642,0
316,-205.1999999999964,0
317,-204.8999999999964,0
318,-204.59999999999638,0
319,-204.29999999999637,0
320,-203.99999999999636,0
321,-203.69999999999635,0
322,-203.39999999999634,0
323,-203.09999999999633,0
324,-202.79999999999632,0
325,-202.4999999999963,0
326,-202.1999999999963,0
327,-201.89999999999628,0
328,-201.59999999999627,0
329,-201.29999999999626,0
330,-200.99999999999625,0
331,-200.69999999999624,0
332,-200.39999999999623,0
333,-200.09999999999621,0
334,-199.7999999999962,0
335,-199.4999999999962,0
336,-199.19999999999618,0
337,-198.89999999999617,0
338,-198.59999999999616,0
339,-198.29999999999615,0
340,-197.99999999999613,0
341,-197.69999999999612,0
342,-197.3999999999961,0
343,-197.0999999999961,0
344,-196.7999999999961,0
345,-196.49999999999608,0
346,-196.19999999999607,0
347,-195.89999999999606,0
348,-195.59999999999604,0
349,-195.29999999999603,0
350,-194.99999999999602,0
351,-194.699999999996,0
352,-194.399999999996,0
353,-194.099999999996,0
354,-193.79999999999598,0
355,-193.49999999999596,0
356,-193.19999999999595,0
357,-192.89999999999594,0
358,-192.59999999999593,0
359,-192.29999999999592,0
360,-191.9999999999959,0
361,-191.6999999999959,0
362,-191.39999999999588,0
363,-191.09999999999587,0
364,-190.79999999999586,0
365,-190.49999999999585,0
366,-190.19999999999584,0
367,-189.89999999999583,0
368,-189.59999999999582,0
369,-189.2999999999958,0
370,-188.9999999999958,0
371,-188.69999999999578,0
372,-188.39999999999577,0
373,-188.09999999999576,0
374,-187.79999999999575,0
375,-187.49999999999574,0
376,-187.19999999999573,0
377,-186.8999999999957,0
378,-186.5999999999957,0
379,-186.2999999999957,0
380,-185.99999999999568,0
381,-185.69999999999567,0
382,-185.39999999999566,0
383,-185.09999999999565,0
384,-184.79999999999563,0
385,-184.49999999999562,0
386,-184.1999999999956,0
387,-183.8999999999956,0
388,-183.5999999999956,0
389,-183.29999999999558,0
390,-182.99999999999557,0
391,-182.69999999999555,0
392,-182.39999999999554,0
393,-182.09999999999553,0
394,-181.79999999999552,0
395,-181.4999999999955,0
396,-181.1999999999955,0
397,-180.8999999999955,0
398,-180.59999999999548,0
399,-180.29999999999546,0
400,-179.99999999999545,0
401,-179.69999999999544,0
402,-179.39999999999543,0
403,-179.09999999999542,0
404,-178.7999999999954,0
405,-178.4999999999954,0
406,-178.19999999999538,0
407,-177.89999999999537,0
408,-177.59999999999536,0
409,-177.29999999999535,0
410,-176.99999999999534,0
411,-176.69999999999533,0
412,-176.39999999999532,0
413,-176.0999999999953,0
414,-175.7999999999953,0
415,-175.49999999999528,0
416,-175.19999999999527,0
417,-174.89999999999526,0
418,-174.59999999999525,0
419,-174.29999999999524,0
420,-173.99999999999523,0
421,-173.6999999999952,0
422,-173.3999999999952,0
423,-173.0999999999952,0
424,-172.79999999999518,0
425,-172.49999999999517,0
426,-172.19999999999516,0
427,-171.89999999999515,0
428,-171.59999999999513,0
429,-171.29999999999512,0
430,-170.9999999999951,0
431,-170.6999999999951,0
432,-170.3999999999951,0
433,-170.09999999999508,0
434,-169.79999999999507,0
435,-169.49999999999505,0
436,-169.19999999999504,0
437,-168.89999999999503,0
438,-168.59999999999502,0
439,-168.299999999995,0
440,-167.999999999995,0
441,-167.699999999995,0
442,-167.39999999999498,0
443,-167.09999999999496,0
444,-166.79999999999495,0
445,-166.49999999999494,0
446,-166.19999999999493,0
447,-165.89999999999492,0
448,-165.5999999999949,0
449,-165.2999999999949,0
450,-164.99999999999488,0
451,-164.69999999999487,0
452,-164.39999999999486,0
453,-164.09999999999485,0
454,-163.79999999999484,0
455,-163.49999999999483,0
456,-163.19999999999482,0
457,-162.8999999999948,0
458,-162.5999999999948,0
459,-162.29999999999478,0
460,-161.99999999999477,0
461,-161.69999999999476,0
462,-161.39999999999475,0
463,-161.09999999999474,0
464,-160.79999999999472,0
465,-160.4999999999947,0
466,-160.1999999999947,0
467,-159.8999999999947,0
468,-159.59999999999468,0
469,-159.29999999999467,0
470,-158.99999999999466,0
471,-158.69999999999465,0
472,-158.39999999999463,0
473,-158.09999999999462,0
474,-157.7999999999946,0
475,-157.4999999999946,0
476,-157.1999999999946,0
477,-156.89999999999458,0
478,-156.59999999999457,0
479,-156.29999999999455,0
480,-155.99999999999454,0
481,-155.69999999999453,0
482,-155.39999999999452,0
483,-155.0999999999945,0
484,-154.7999999999945,0
485,-154.4999999999945,0
486,-154.19999999999447,0
487,-153.89999999999446,0
488,-153.59999999999445,0
489,-153.29999999999444,0
490,-152.99999999999443,0
491,-152.69999999999442,0
492,-152.3999999999944,0
493,-152.0999999999944,0
494,-151.79999999999438,0
495,-151.49999999999437,0
496,-151.19999999999436,0
497,-150.89999999999435,0
498,-150.59999999999434,0
499,-150.29999999999433,0
500,-149.99999999999432,0
501,-149.6999999999943,0
502,-149.3999999999943,0
503,-149.09999999999428,0
504,-148.79999999999427,0
505,-148.49999999999426,0
506,-148.19999999999425,0
507,-147.89999999999424,0
508,-147.59999999999422,0
509,-147.2999999999942,0
510,-146.9999999999942,0
511,-146.6999999999942,0
512,-146.39999999999418,0
513,-146.09999999999417,0
514,-145.79999999999416,0
515,-145.49999999999415,0
516,-145.19999999999413,0
517,-144.89999999999412,0
518,-144.5999999999941,0
519,-144.2999999999941,0
520,-143.9999999999941,0
521,-143.69999999999408,0
522,-143.39999999999407,0
523,-143.09999999999405,0
524,-142.79999999999404,0
525,-142.49999999999403,0
526,-142.19999999999402,0
527,-141.899999999994,0
528,-141.599999999994,0
529,-141.299999999994,0
530,-140.99999999999397,0
531,-140.69999999999396,0
532,-140.39999999999395,0
533,-140.09999999999394,0
534,-139.79999999999393,0
535,-139.49999999999392,0
536,-139.1999999999939,0
537,-138.8999999999939,0
538,-138.59999999999388,0
539,-138.29999999999387,0
540,-137.99999999999386,0
541,-137.69999999999385,0
542,-137.39999999999384,0
543,-137.09999999999383,0
544,-136.79999999999382,0
545,-136.4999999999938,0
546,-136.1999999999938,0
547,-135.89999999999378,0
548,-135.59999999999377,0
549,-135.29999999999376,0
550,-134.99999999999375,0
551,-134.69999999999374,0
552,-134.39999999999372,0
553,-134.0999999999937,0
554,-133.7999999999937,0
555,-133.4999999999937,0
556,-133.19999999999368,0
557,-132.89999999999367,0
558,-132.59999999999366,0
559,-132.29999999999364,0
560,-131.99999999999363,0
561,-131.69999999999362,0
562,-131.3999999999936,0
563,-131.0999999999936,0
564,-130.7999999999936,0
565,-130.49999999999358,0
566,-130.19999999999357,0
567,-129.89999999999355,0
568,-129.59999999999354,0
569,-129.29999999999353,0
570,-128.99999999999352,0
571,-128.6999999999935,0
572,-128.3999999999935,0
573,-128.09999999999349,0
574,-127.79999999999347,0
575,-127.49999999999346,0
576,-127.19999999999345,0
577,-126.89999999999344,0
578,-126.59999999999343,0
579,-126.29999999999342,0
580,-125.9999999999934,0
581,-125.6999999999934,0
582,-125.39999999999338,0
583,-125.09999999999337,0
584,-124.79999999999336,0
585,-124.49999999999335,0
586,-124.19999999999334,0
587,-123.89999999999333,0
588,-123.59999999999332,0
589,-123.2999999999933,0
590,-122.99999999999329,0
591,-122.69999999999328,0
592,-122.39999999999327,0
593,-122.09999999999326,0
594,-121.79999999999325,0
595,-121.49999999999324,0
596,-121.19999999999322,0
597,-120.89999999999321,0
598,-120.5999999999932,0
599,-120.29999999999319,0
600,-119.99999999999318,0
601,-119.69999999999317,0
602,-119.39999999999316,0
603,-119.09999999999314,0
604,-118.79999999999313,0
605,-118.49999999999312,0
606,-118.19999999999311,0
607,-117.8999999999931,0
608,-117.59999999999309,0
609,-117.29999999999308,0
610,-116.99999999999307,0
611,-116.69999999999305,0
612,-116.39999999999304,0
613,-116.09999999999303,0
614,-115.79999999999302,0
615,-115.49999999999301,0
616,-115.199999999993,0
617,-114.89999999999299,0
618,-114.59999999999297,0
619,-114.29999999999296,0
620,-113.99999999999295,0
621,-113.69999999999294,0
622,-113.39999999999293,0
623,-113.09999999999292,0
624,-112.7999999999929,0
625,-112.4999999999929,0
626,-112.19999999999288,0
627,-111.89999999999287,0
628,-111.59999999999286,0
629,-111.29999999999285,0
630,-110.99999999999284,0
631,-110.69999999999283,0
632,-110.39999999999281,0
633,-110.0999999999928,0
634,-109.79999999999279,0
635,-109.49999999999278,0
636,-109.19999999999277,0
637,-108.89999999999276,0
638,-108.59999999999275,0
639,-108.29999999999274,0
640,-107.99999999999272,0
641,-107.69999999999271,0
642,-107.3999999999927,0
643,-107.09999999999269,0
644,-106.79999999999268,0
645,-106.49999999999267,0
646,-106.19999999999266,0
647,-105.89999999999264,0
648,-105.59999999999263,0
649,-105.29999999999262,0
650,-104.99999999999261,0
651,-104.6999999999926,0
652,-104.39999999999259,0
653,-104.09999999999258,0
654,-103.79999999999256,0
655,-103.49999999999255,0
656,-103.19999999999254,0
657,-102.89999999999253,0
658,-102.59999999999252,0
659,-102.29999999999251,0
660,-101.9999999999925,0
661,-101.69999999999249,0
662,-101.39999999999247,0
663,-101.09999999999246,0
664,-100.79999999999245,0
665,-100.49999999999244,0
666,-100.19999999999243,0
667,-99.89999999999242,0
668,-99.5999999999924,0
669,-99.2999999999924,0
670,-98.99999999999238,0
671,-98.69999999999237,0
672,-98.39999999999236,0
673,-98.09999999999235,0
674,-97.79999999999234,0
675,-97.49999999999233,0
676,-97.19999999999231,0
677,-96.8999999999923,0
678,-96.59999999999229,0
679,-96.29999999999228,0
680,-95.99999999999227,0
681,-95.69999999999226,0
682,-95.39999999999225,0
683,-95.09999999999224,0
684,-94.79999999999222,0
685,-94.49999999999221,0
686,-94.1999999999922,0
687,-93.89999999999219,0
688,-93.59999999999218,0
689,-93.29999999999217,0
690,-92.99999999999216,0
691,-92.69999999999214,0
692,-92.39999999999213,0
693,-92.09999999999212,0
694,-91.79999999999211,0
695,-91.4999999999921,0
696,-91.19999999999209,0
697,-90.89999999999208,0
698,-90.59999999999206,0
699,-90.29999999999205,0
700,-89.99999999999204,0
701,-89.69999999999203,0
702,-89.39999999999202,0
703,-89.09999999999201,0
704,-88.799999999992,0
705,-88.49999999999199,0
706,-88.19999999999197,0
707,-87.89999999999196,0
708,-87.59999999999195,0
709,-87.29999999999194,0
710,-86.99999999999193,0
711,-86.69999999999192,0
712,-86.3999999999919,0
713,-86.0999999999919,0
714,-85.79999999999188,0
715,-85.49999999999187,0
716,-85.19999999999186,0
717,-84.89999999999185,0
718,-84.59999999999184,0
719,-84.29999999999183,0
720,-83.99999999999181,0
721,-83.6999999999918,0
722,-83.39999999999179,0
723,-83.09999999999178,0
724,-82.79999999999177,0
725,-82.49999999999176,0
726,-82.19999999999175,0
727,-81.89999999999173,0
728,-81.59999999999172,0
729,-81.29999999999171,0
730,-80.9999999999917,0
731,-80.69999999999169,0
732,-80.39999999999168,0
733,-80.09999999999167,0
734,-79.79999999999166,0
735,-79.49999999999164,0
736,-79.19999999999163,0
737,-78.89999999999162,0
738,-78.59999999999161,0
739,-78.2999999999916,0
740,-77.99999999999159,0
741,-77.69999999999158,0
742,-77.39999999999156,0
743,-77.09999999999155,0
744,-76.79999999999154,0
745,-76.49999999999153,0
746,-76.19999999999152,0
747,-75.89999999999151,0
748,-75.5999999999915,0
749,-75.29999999999148,0
750,-74.99999999999147,0
751,-74.69999999999146,0
752,-74.39999999999145,0
753,-74.09999999999144,0
754,-73.79999999999143,0
755,-73.49999999999142,0
756,-73.1999999999914,0
757,-72.8999999999914,0
758,-72.59999999999138,0
759,-72.29999999999137,0
760,-71.99999999999136,0
761,-71.69999999999135,0
762,-71.39999999999134,0
763,-71.09999999999133,0
764,-70.79999999999131,0
765,-70.4999999999913,0
766,-70.19999999999129,0
767,-69.89999999999128,0
768,-69.59999999999127,0
769,-69.29999999999126,0
770,-68.99999999999125,0
771,-68.69999999999123,0
772,-68.39999999999122,0
773,-68.09999999999121,0
774,-67.7999999999912,0
775,-67.49999999999119,0
776,-67.19999999999118,0
777,-66.89999999999117,0
778,-66.59999999999116,0
779,-66.29999999999114,0
780,-65.99999999999113,0
781,-65.69999999999112,0
782,-65.39999999999111,0
783,-65.0999999999911,0
784,-64.79999999999109,0
785,-64.49999999999108,0
786,-64.19999999999106,0
787,-63.89999999999105,0
788,-63.59999999999104,0
789,-63.29999999999103,0
790,-62.99999999999102,0
791,-62.69999999999101,0
792,-62.399999999990996,0
793,-62.099999999990985,0
794,-61.79999999999097,0
795,-61.49999999999096,0
796,-61.19999999999095,0
797,-60.89999999999094,0
798,-60.59999999999093,0
799,-60.299999999990916,0
800,-59.999999999990905,0
801,-59.699999999990894,0
802,-59.39999999999088,0
803,-59.09999999999087,0
804,-58.79999999999086,0
805,-58.49999999999085,0
806,-58.19999999999084,0
807,-57.899999999990825,0
808,-57.599999999990814,0
809,-57.2999999999908,0
810,-56.99999999999079,0
811,-56.69999999999078,0
812,-56.39999999999077,0
813,-56.09999999999076,0
814,-55.799999999990746,0
815,-55.499999999990735,0
816,-55.19999999999072,0
817,-54.89999999999071,0
818,-54.5999999999907,0
819,-54.29999999999069,0
820,-53.99999999999068,0
821,-53.699999999990666,0
822,-53.399999999990655,0
823,-53.099999999990644,0
824,-52.79999999999063,0
825,-52.49999999999062,0
826,-52.19999999999061,0
827,-51.8999999999906,0
828,-51.59999999999059,0
829,-51.299999999990575,0
830,-50.999999999990564,0
831,-50.69999999999055,0
832,-50.39999999999054,0
833,-50.09999999999053,0
834,-49.79999999999052,0
835,-49.49999999999051,0
836,-49.199999999990496,0
837,-48.899999999990484,0
838,-48.59999999999047,0
839,-48.29999999999046,0
840,-47.99999999999045,0
841,-47.69999999999044,0
842,-47.39999999999043,0
843,-47.099999999990416,0
844,-46.799999999990405,0
845,-46.49999999999039,0
846,-46.19999999999038,0
847,-45.89999999999037,0
848,-45.59999999999036,0
849,-45.29999999999035,0
850,-44.99999999999034,0
851,-44.699999999990325,0
852,-44.399999999990314,0
853,-44.0999999999903,0
854,-43.79999999999029,0
855,-43.49999999999028,0
856,-43.19999999999027,0
857,-42.89999999999026,0
858,-42.599999999990246,0
859,-42.299999999990234,0
860,-41.99999999999022,0
861,-41.69999999999021,0
862,-41.3999999999902,0
863,-41.09999999999019,0
864,-40.79999999999018,0
865,-40.499999999990166,0
866,-40.199999999990155,0
867,-39.89999999999014,0
868,-39.59999999999013,0
869,-39.29999999999012,0
870,-38.99999999999011,0
871,-38.6999999999901,0
872,-38.39999999999009,0
873,-38.099999999990075,0
874,-37.799999999990064,0
875,-37.49999999999005,0
876,-37.19999999999004,0
877,-36.89999999999003,0
878,-36.59999999999002,0
879,-36.29999999999001,0
880,-35.999999999989996,0
881,-35.699999999989984,0
882,-35.39999999998997,0
883,-35.09999999998996,0
884,-34.79999999998995,0
885,-34.49999999998994,0
886,-34.19999999998993,0
887,-33.899999999989916,0
888,-33.599999999989905,0
889,-33.29999999998989,0
890,-32.99999999998988,0
891,-32.69999999998987,0
892,-32.39999999998986,0
893,-32.09999999998985,0
894,-31.799999999989836,0
895,-31.499999999989825,0
896,-31.199999999989814,0
897,-30.899999999989802,0
898,-30.59999999998979,0
899,-30.29999999998978,0
900,-29.999999999989768,0
901,-29.699999999989757,0
902,-29.399999999989745,0
903,-29.099999999989734,0
904,-28.799999999989723,0
905,-28.49999999998971,0
906,-28.1999999999897,0
907,-27.89999999998969,0
908,-27.599999999989677,0
909,-27.299999999989666,0
910,-26.999999999989654,0
911,-26.699999999989643,0
912,-26.39999999998963,0
913,-26.09999999998962,0
914,-25.79999999998961,0
915,-25.499999999989598,0
916,-25.199999999989586,0
917,-24.899999999989575,0
918,-24.599999999989564,0
919,-24.299999999989552,0
920,-23.99999999998954,0
921,-23.69999999998953,0
922,-23.399999999989518,0
923,-23.099999999989507,0
924,-22.799999999989495,0
925,-22.499999999989484,0
926,-22.199999999989473,0
927,-21.89999999998946,0
928,-21.59999999998945,0
929,-21.29999999998944,0
930,-20.999999999989427,0
931,-20.699999999989416,0
932,-20.399999999989404,0
933,-20.099999999989393,0
934,-19.79999999998938,0
935,-19.49999999998937,0
936,-19.19999999998936,0
937,-18.899999999989348,0
938,-18.599999999989336,0
939,-18.299999999989325,0
940,-17.999999999989313,0
941,-17.699999999989302,0
942,-17.39999999998929,0
943,-17.09999999998928,0
944,-16.799999999989268,0
945,-16.499999999989257,0
946,-16.199999999989245,0
947,-15.899999999989234,0
948,-15.599999999989222,0
949,-15.299999999989211,0
950,-14.9999999999892,0
951,-14.699999999989188,0
952,-14.399999999989177,0
953,-14.099999999989166,0
954,-13.799999999989154,0
955,-13.499999999989143,0
956,-13.199999999989132,0
957,-12.89999999998912,0
958,-12.599999999989109,0
959,-12.299999999989097,0
960,-11.999999999989086,0
961,-11.699999999989075,0
962,-11.399999999989063,0
963,-11.099999999989052,0
964,-10.79999999998904,0
965,-10.49999999998903,0
966,-10.199999999989018,0
967,-9.899999999989006,0
968,-9.599999999988995,0
969,-9.299999999988984,0
970,-8.999999999988972,0
971,-8.699999999988961,0
972,-8.39999999998895,0
973,-8.099999999988938,0
974,-7.799999999988927,0
975,-7.4999999999889155,0
976,-7.199999999988904,0
977,-6.899999999988893,0
978,-6.599999999988881,0
979,-6.29999999998887,0
980,-5.999999999988859,0
981,-5.699999999988847,0
982,-5.399999999988836,0
983,-5.099999999988825,0
984,-4.799999999988813,0
985,-4.499999999988802,0
986,-4.1999999999887905,0
987,-3.899999999988779,0
988,-3.5999999999887677,0
989,-3.2999999999887564,0
990,-2.999999999988745,0
991,-2.6999999999887336,0
992,-2.3999999999887223,0
993,-2.099999999988711,0
994,-1.7999999999886995,0
995,-1.4999999999886882,0
996,-1.1999999999886768,0
997,-0.8999999999886654,0
998,-0.599999999988654,0
999,-0.2999999999886427,0
1000,1.1368683772161603e-11,0
1001,0.30000000001138005,0
1002,0.6000000000113914,0
1003,0.9000000000114028,0
1004,1.2000000000114142,0
1005,1.5000000000114255,0
1006,1.800000000011437,0
1007,2.1000000000114483,0
1008,2.4000000000114596,0
1009,2.700000000011471,0
1010,3.0000000000114824,0
1011,3.3000000000114937,0
1012,3.600000000011505,0
1013,3.9000000000115165,0
1014,4.200000000011528,0
1015,4.500000000011539,0
1016,4.800000000011551,0
1017,5.100000000011562,0
1018,5.400000000011573,0
1019,5.700000000011585,0
1020,6.000000000011596,0
1021,6.300000000011607,0
1022,6.600000000011619,0
1023,6.90000000001163,0
1024,7.2000000000116415,0
1025,7.500000000011653,0
1026,7.800000000011664,0
1027,8.100000000011676,0
1028,8.400000000011687,0
1029,8.700000000011698,0
1030,9.00000000001171,0
1031,9.300000000011721,0
1032,9.600000000011732,0
1033,9.900000000011744,0
1034,10.200000000011755,0
1035,10.500000000011767,0
1036,10.800000000011778,0
1037,11.10000000001179,0
1038,11.4000000000118,0
1039,11.700000000011812,0
1040,12.000000000011823,0
1041,12.300000000011835,0
1042,12.600000000011846,0
1043,12.900000000011858,0
1044,13.200000000011869,0
1045,13.50000000001188,0
1046,13.800000000011892,0
1047,14.100000000011903,0
1048,14.400000000011914,0
1049,14.700000000011926,0
1050,15.000000000011937,0
1051,15.300000000011948,0
1052,15.60000000001196,0
1053,15.900000000011971,0
1054,16.200000000011983,0
1055,16.500000000011994,0
1056,16.800000000012005,0
1057,17.100000000012017,0
1058,17.400000000012028,0
1059,17.70000000001204,0
1060,18.00000000001205,0
1061,18.300000000012062,0
1062,18.600000000012074,0
1063,18.900000000012085,0
1064,19.200000000012096,0
1065,19.500000000012108,0
1066,19.80000000001212,0
1067,20.10000000001213,0
1068,20.40000000001214,0
1069,20.700000000012153,0
1070,21.000000000012164,0
1071,21.300000000012176,0
1072,21.600000000012187,0
1073,21.9000000000122,0
1074,22.20000000001221,0
1075,22.50000000001222,0
